survey,question_concept_id,question,answer_concept_id,answer,answer_numeric,answer_text
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528318,"Nurse Practitioner, PA, or Midwife Visits: 4 to 5",3, 4 to 5
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528329,"Nurse Practitioner, PA, or Midwife Visits: 6 to 7",4, 6 to 7
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528341,"Nurse Practitioner, PA, or Midwife Visits: 8 to 9",5, 8 to 9
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528274,"Nurse Practitioner, PA, or Midwife Visits: 10 to 12",6, 10 to 12
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528285,"Nurse Practitioner, PA, or Midwife Visits: 13 to 15",7, 13 to 15
Healthcare Access & Utilization,43529973,"Health Advice: Nurse Practitioner, Physician Assistant, or Midwife Visits",43528296,"Nurse Practitioner, PA, or Midwife Visits: 16 or More",8, 16 or More
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528258,Dentist or Orthodontist Visits: 1,1,1
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528302,Dentist or Orthodontist Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528313,Dentist or Orthodontist Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528324,Dentist or Orthodontist Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528336,Dentist or Orthodontist Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528269,Dentist or Orthodontist Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528280,Dentist or Orthodontist Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43529974,Health Advice: Dentist or Orthodontist Visits,43528291,Dentist or Orthodontist Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528264,OB/GYN Visits: 1,1,1
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528308,OB/GYN Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528319,OB/GYN Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528330,OB/GYN Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528342,OB/GYN Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528275,OB/GYN Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528286,OB/GYN Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43529975,Health Advice: OB/GYN Visits,43528297,OB/GYN Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528261,Medical Specialist Visits: 1,1,1
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528305,Medical Specialist Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528316,Medical Specialist Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528327,Medical Specialist Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528339,Medical Specialist Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528272,Medical Specialist Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528283,Medical Specialist Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43529976,Health Advice: Medical Specialist Visits,43528294,Medical Specialist Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528262,Mental Health Professional Visits: 1,1,1
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528306,Mental Health Professional Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528317,Mental Health Professional Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528328,Mental Health Professional Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528340,Mental Health Professional Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528273,Mental Health Professional Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528284,Mental Health Professional Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43529977,Health Advice: Mental Health Professional Visits,43528295,Mental Health Professional Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528267,Traditional Healer Visits: 1,1,1
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528311,Traditional Healer Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528322,Traditional Healer Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528333,Traditional Healer Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528345,Traditional Healer Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528278,Traditional Healer Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528289,Traditional Healer Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43529978,Health Advice: Traditional Healer Visits,43528300,Traditional Healer Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43530268,Delayed Medical Care: Rural Area,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530268,Delayed Medical Care: Rural Area,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530268,Delayed Medical Care: Rural Area,43529416,Delayed Care Rural Area: No,2, No
Healthcare Access & Utilization,43530268,Delayed Medical Care: Rural Area,43530110,Delayed Care Rural Area: Yes,1, Yes
Healthcare Access & Utilization,43530399,Health Advice: Spoken To Chiropractor,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530399,Health Advice: Spoken To Chiropractor,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530399,Health Advice: Spoken To Chiropractor,43529546,Spoken To Chiropractor: No,2, No
Healthcare Access & Utilization,43530399,Health Advice: Spoken To Chiropractor,43530240,Spoken To Chiropractor: Yes,1, Yes
Healthcare Access & Utilization,43530400,Health Advice: Spoken To Dentist or Orthodontist,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530400,Health Advice: Spoken To Dentist or Orthodontist,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530400,Health Advice: Spoken To Dentist or Orthodontist,43529547,Spoken To Dentist or Orthodontist: No,2, No
Healthcare Access & Utilization,43530400,Health Advice: Spoken To Dentist or Orthodontist,43530241,Spoken To Dentist or Orthodontist: Yes,1, Yes
Healthcare Access & Utilization,43530401,Health Advice: Spoken To OB/GYN,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530401,Health Advice: Spoken To OB/GYN,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530401,Health Advice: Spoken To OB/GYN,43529553,Spoken To OB/GYN: No,2, No
Healthcare Access & Utilization,43530401,Health Advice: Spoken To OB/GYN,43530247,Spoken To OB/GYN: Yes,1, Yes
Healthcare Access & Utilization,43530402,Health Advice: Spoken To Mental Health Professional,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530402,Health Advice: Spoken To Mental Health Professional,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530402,Health Advice: Spoken To Mental Health Professional,43529551,Spoken To Mental Health Professional: No,2, No
Healthcare Access & Utilization,43530402,Health Advice: Spoken To Mental Health Professional,43530245,Spoken To Mental Health Professional: Yes,1, Yes
Healthcare Access & Utilization,43530403,Health Advice: Spoken To Eye Doctor,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530403,Health Advice: Spoken To Eye Doctor,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530403,Health Advice: Spoken To Eye Doctor,43529548,Spoken To Eye Doctor: No,2, No
Healthcare Access & Utilization,43530403,Health Advice: Spoken To Eye Doctor,43530242,Spoken To Eye Doctor: Yes,1, Yes
Healthcare Access & Utilization,43530404,Health Advice: Spoken To Nurse Practitioner,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530404,Health Advice: Spoken To Nurse Practitioner,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530404,Health Advice: Spoken To Nurse Practitioner,43529552,Spoken To Nurse Practitioner: No,2, No
Healthcare Access & Utilization,43530404,Health Advice: Spoken To Nurse Practitioner,43530246,Spoken To Nurse Practitioner: Yes,1, Yes
Healthcare Access & Utilization,43530405,"Health Advice: Spoken To Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist",903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530405,"Health Advice: Spoken To Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist",903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530405,"Health Advice: Spoken To Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist",43529554,"Spoken To PT, ST, RT, Audiologist or OT: No",2, No
Healthcare Access & Utilization,43530405,"Health Advice: Spoken To Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist",43530248,"Spoken To PT, ST, RT, Audiologist or OT: Yes",1, Yes
Healthcare Access & Utilization,43530406,Health Advice: Spoken To Podiatrist,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530406,Health Advice: Spoken To Podiatrist,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530406,Health Advice: Spoken To Podiatrist,43529555,Spoken To Podiatrist: No,2, No
Healthcare Access & Utilization,43530406,Health Advice: Spoken To Podiatrist,43530249,Spoken To Podiatrist: Yes,1, Yes
Healthcare Access & Utilization,43530407,Health Advice: Spoken To Traditional Healer,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530407,Health Advice: Spoken To Traditional Healer,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530407,Health Advice: Spoken To Traditional Healer,43529556,Spoken To Traditional Healer: No,2, No
Healthcare Access & Utilization,43530407,Health Advice: Spoken To Traditional Healer,43530250,Spoken To Traditional Healer: Yes,1, Yes
Healthcare Access & Utilization,43530408,Can't Afford Care: Eyeglasses,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530408,Can't Afford Care: Eyeglasses,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530408,Can't Afford Care: Eyeglasses,43529348,Can't Afford Eyeglasses: No,2, No
Healthcare Access & Utilization,43530408,Can't Afford Care: Eyeglasses,43530041,Can't Afford Eyeglasses: Yes,1, Yes
Healthcare Access & Utilization,43530409,Can't Afford Care: Follow-up Care,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530409,Can't Afford Care: Follow-up Care,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530409,Can't Afford Care: Follow-up Care,43529353,Can't Afford Follow-up Care: No,2, No
Healthcare Access & Utilization,43530409,Can't Afford Care: Follow-up Care,43530046,Can't Afford Follow-up Care: Yes,1, Yes
Healthcare Access & Utilization,43530410,Can't Afford Care: Mental Health Counseling,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530410,Can't Afford Care: Mental Health Counseling,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530410,Can't Afford Care: Mental Health Counseling,43529389,Can't Afford Mental Health Counseling: No,2, No
Healthcare Access & Utilization,43530410,Can't Afford Care: Mental Health Counseling,43530082,Can't Afford Mental Health Counseling: Yes,1, Yes
Healthcare Access & Utilization,43530411,Can't Afford Care: Prescription Medicines,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530411,Can't Afford Care: Prescription Medicines,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530411,Can't Afford Care: Prescription Medicines,43529411,Can't Afford Prescription Medicines: No,2, No
Healthcare Access & Utilization,43530411,Can't Afford Care: Prescription Medicines,43530105,Can't Afford Prescription Medicines: Yes,1, Yes
Healthcare Access & Utilization,43530412,Can't Afford Care: Specialist,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530412,Can't Afford Care: Specialist,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530412,Can't Afford Care: Specialist,43529543,Can't Afford Specialist: No,2, No
Healthcare Access & Utilization,43530412,Can't Afford Care: Specialist,43530237,Can't Afford Specialist: Yes,1, Yes
Healthcare Access & Utilization,43530413,Can't Afford Care: Lower Cost Rx To Save Money,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530413,Can't Afford Care: Lower Cost Rx To Save Money,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530413,Can't Afford Care: Lower Cost Rx To Save Money,43529384,Lower Cost Rx To Save Money: No,2, No
Healthcare Access & Utilization,43530413,Can't Afford Care: Lower Cost Rx To Save Money,43530077,Lower Cost Rx To Save Money: Yes,1, Yes
Healthcare Access & Utilization,43530415,Can't Afford Care: Delayed Filling Rx To Save Money,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530415,Can't Afford Care: Delayed Filling Rx To Save Money,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530415,Can't Afford Care: Delayed Filling Rx To Save Money,43529333,Delayed Filling Rx To Save Money: No,2, No
Healthcare Access & Utilization,43530415,Can't Afford Care: Delayed Filling Rx To Save Money,43530026,Delayed Filling Rx To Save Money: Yes,1, Yes
Healthcare Access & Utilization,43530416,Can't Afford Care: Skipped Med To Save Money,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530416,Can't Afford Care: Skipped Med To Save Money,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530416,Can't Afford Care: Skipped Med To Save Money,43529539,Skipped Med To Save Money: No,2, No
Healthcare Access & Utilization,43530416,Can't Afford Care: Skipped Med To Save Money,43530233,Skipped Med To Save Money: Yes,1, Yes
Healthcare Access & Utilization,43530417,Can't Afford Care: Took Less Med To Save Money,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530417,Can't Afford Care: Took Less Med To Save Money,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530417,Can't Afford Care: Took Less Med To Save Money,43529562,Took Less Med To Save Money: No,2, No
Healthcare Access & Utilization,43530417,Can't Afford Care: Took Less Med To Save Money,43530256,Took Less Med To Save Money: Yes,1, Yes
Healthcare Access & Utilization,43530418,Insurance: Insurance Accepted,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530418,Insurance: Insurance Accepted,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530418,Insurance: Insurance Accepted,43529377,Insurance Accepted: No,2, No
Healthcare Access & Utilization,43530418,Insurance: Insurance Accepted,43530070,Insurance Accepted: Yes,1, Yes
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,43529575,Asked For Opinion: None Of The Time,1, None Of The Time
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,43529843,Asked For Opinion: Some Of The Time,2, Some Of The Time
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,43529238,Asked For Opinion: Most Of The Time,3, Most Of The Time
Healthcare Access & Utilization,43530437,Health Advice: Asked For Opinion,43528386,Asked For Opinion: Always,4, Always
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,43529577,Ease of Understanding: None Of The Time,1, None Of The Time
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,43529845,Ease of Understanding: Some Of The Time,2, Some Of The Time
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,43529240,Ease of Understanding: Most Of The Time,3, Most Of The Time
Healthcare Access & Utilization,43530438,Health Advice: Ease of Understanding,43528388,Ease of Understanding: Always,4, Always
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,43529579,Respected By Provider: None Of The Time,0, None Of The Time
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,43529847,Respected By Provider: Some Of The Time,1, Some Of The Time
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,43529242,Respected By Provider: Most Of The Time,2, Most Of The Time
Healthcare Access & Utilization,43530439,Health Advice: Respected By Provider,43528390,Respected By Provider: Always,3, Always
Healthcare Access & Utilization,43530557,Can't Afford Care: Worried About Paying,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530557,Can't Afford Care: Worried About Paying,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530557,Can't Afford Care: Worried About Paying,43529586,Worried About Paying: Not At All Worried,1, Not At All Worried
Healthcare Access & Utilization,43530557,Can't Afford Care: Worried About Paying,43529850,Worried About Paying: Somewhat Worried,2, Somewhat Worried
Healthcare Access & Utilization,43530557,Can't Afford Care: Worried About Paying,43529954,Worried About Paying: Very Worried,3, Very Worried
Healthcare Access & Utilization,43530559,Insurance: Healthcare Coverage,903087,PMI: Dont Know,-99, Dont Know
