"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H9S8LGE6","journalArticle","2012","Boschmann, Michael; Nussberger, Jürg; Engeli, Stefan; Danser, A. H. Jan; Yeh, Ching-Ming; Prescott, Margaret F.; Dahlke, Marion; Jordan, Jens","Aliskiren penetrates adipose and skeletal muscle tissue and reduces renin-angiotensin system activity in obese hypertensive patients.","Journal of hypertension","","1473-5598 0263-6352","10.1097/HJH.0b013e32834f6b43","","OBJECTIVE: In animals, the direct renin inhibitor aliskiren showed extensive tissue binding in the kidney and long-lasting renal effects. Aliskiren provides  prolonged blood pressure-lowering effects following treatment discontinuation in  patients. Therefore, we investigated whether aliskiren attains tissue  concentrations sufficient to inhibit local renin-angiotensin system (RAS)  activity in patients. METHODS: We included 10 hypertensive patients with  abdominal adiposity in an open-label study. Following 1-2 weeks washout, patients  received 2 weeks placebo, then 4 weeks aliskiren 300 mg once daily, followed by 4  weeks washout, and then 4 weeks amlodipine 5 mg once daily. Drug concentrations  and RAS biomarkers were measured in interstitial fluid using microdialysis and in  biopsies from abdominal subcutaneous adipose and skeletal muscle. RESULTS: We  detected aliskiren in all compartments. After 4 weeks of treatment,  microdialysate aliskiren concentrations (ng/ml) were 2.4 ± 2.1 (adipose) and  7.1 ± 4.2 (skeletal muscle), similar to plasma concentrations (8.4 ± 4.4); tissue  concentrations (ng/g) were 29.0 ± 16.7 (adipose) and 107.3 ± 68.6 (skeletal  muscle). Eight weeks after discontinuation, aliskiren was measurable in tissue  biopsies but not in plasma or in interstitial fluid. Pooled microdialysate  samples from two sets of four patients suggested reduction in tissue angiotensin  II with aliskiren but not with amlodipine. CONCLUSION: In obese hypertensive  patients, aliskiren penetrates adipose and skeletal muscle tissue at levels that  are apparently sufficient to reduce tissue RAS activity. Furthermore, tissue  binding may contribute to aliskiren's prolonged blood pressure-lowering effect  following discontinuation.","2012-03","2024-04-17 08:25:38","2024-04-17 08:34:27","","561-566","","3","30","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 22278138","","","","Adult; Humans; Male; Female; Middle Aged; Pilot Projects; Calcium Channel Blockers/pharmacokinetics; Obesity/complications; Adipose Tissue/*metabolism; Extracellular Fluid/metabolism; Hypertension/complications/*drug therapy; Muscle, Skeletal/*metabolism; Renin-Angiotensin System/*drug effects; Antihypertensive Agents/*pharmacokinetics/therapeutic use; Amlodipine/pharmacokinetics; Amides/*pharmacokinetics/therapeutic use; Fumarates/*pharmacokinetics/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9MXTZCE","journalArticle","2018","Karibe, Tsuyoshi; Imaoka, Tomoki; Abe, Koji; Ando, Osamu","Curcumin as an In Vivo Selective Intestinal Breast Cancer Resistance Protein Inhibitor in Cynomolgus Monkeys.","Drug metabolism and disposition: the biological fate of chemicals","","1521-009X 0090-9556","10.1124/dmd.117.078931","","To estimate the clinical impact of pharmacokinetic modulation via breast cancer resistance protein (BCRP), in vivo approaches in nonclinical settings are desired  in drug development. Clinical observation has identified curcumin as a promising  candidate for in vivo selective BCRP inhibition, in addition to several well  known inhibitors, such as lapatinib and pantoprazole. This study aimed to confirm  the inhibitory efficacy of curcumin on gastrointestinal BCRP function in  cynomolgus monkeys and to perform comparisons with lapatinib and pantoprazole.  Oral area under the plasma concentration-time curve (AUC) and bioavailability of  well known BCRP (sulfasalazine and rosuvastatin), P-glycoprotein (fexofenadine,  aliskiren, and talinolol), and CYP3A (midazolam) substrates were investigated in  the presence and absence of inhibitors. Oral exposures of sulfasalazine and  rosuvastatin were markedly elevated by curcumin with minimal changes in systemic  clearance, whereas pharmacokinetic alterations after fexofenadine, aliskiren, and  talinolol oral exposure were limited. Curcumin increased oral midazolam exposure  without affecting systemic clearance, presumably owing to partial inhibition of  intestinal CYP3A. Lapatinib increased the oral AUC for sulfasalazine to a greater  extent than curcumin did, whereas pantoprazole had a smaller effect. However,  lapatinib also exerted significant effects on fexofenadine, failed to selectively  discriminate between BCRP and P-glycoprotein inhibition, and had an effect on  oral midazolam exposure comparable with that of curcumin. Thus, pharmacokinetic  evaluation in monkeys demonstrated that pretreatment with curcumin as an in vivo  selective BCRP inhibitor was more appropriate than pretreatment with lapatinib  and pantoprazole for the assessment of the impact of BCRP on gastrointestinal  absorption in nonrodent models.","2018-05","2024-04-17 08:25:38","2024-04-17 08:34:44","","667-679","","5","46","","Drug Metab Dispos","","","","","","","","eng","Copyright © 2018 by The American Society for Pharmacology and Experimental Therapeutics.","","","","","","Place: United States PMID: 29358184","","","","Humans; Male; Female; Animals; Cell Line, Tumor; Biological Availability; Intestinal Absorption/drug effects; ATP Binding Cassette Transporter, Subfamily B, Member 1/metabolism; Cytochrome P-450 CYP3A/metabolism; Pantoprazole; Intestinal Mucosa/metabolism; Caco-2 Cells; Intestines/drug effects; Macaca fascicularis; 2-Pyridinylmethylsulfinylbenzimidazoles/pharmacology; ATP Binding Cassette Transporter, Subfamily G, Member 2/*metabolism; Breast Neoplasms/*drug therapy/metabolism; Curcumin/pharmacokinetics/*pharmacology; Lapatinib; Midazolam/pharmacology; Neoplasm Proteins/*metabolism; Quinazolines/pharmacology; Rosuvastatin Calcium/pharmacology; Sulfasalazine/pharmacology; Terfenadine/analogs & derivatives/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6L9D7PJ","journalArticle","2014","Roohbakhsh, Ali; Parhiz, Hamideh; Soltani, Fatemeh; Rezaee, Ramin; Iranshahi, Mehrdad","Neuropharmacological properties and pharmacokinetics of the citrus flavonoids hesperidin and hesperetin--a mini-review.","Life sciences","","1879-0631 0024-3205","10.1016/j.lfs.2014.07.029","","Hesperidin (Hsd) and its aglycone, hesperetin (Hst), are two flavonoids from citrus species that have various biological properties. Over the past decade, a  large number of papers have been published regarding the biological activities of  these compounds and their molecular mechanisms. In this paper, we reviewed the  neuropharmacology of Hsd and Hst as a recently emerged topic that has not been  addressed in the past. Some of molecular targets and signaling pathways for  neuropharmacological effects of Hst and Hsd, including antidepressant,  neuroprotective and the effects of Hsd/Hst on memory, have also been included in  the review. We also discussed the mechanisms of actions for antidepressant  activities of Hsd and Hst. In addition, pharmacokinetics of Hsd and Hst, their  interaction with some drugs such as atenolol, diltiazem, felodipine and  verapamil, as well as related underlying mechanisms have been discussed.","2014-09-15","2024-04-17 08:32:24","2024-04-17 08:32:24","","1-6","","1-2","113","","Life Sci","","","","","","","","eng","Copyright © 2014 Elsevier Inc. All rights reserved.","","","","","","Place: Netherlands PMID: 25109791","","","","Humans; Animals; Signal Transduction; Bioavailability; Cytochrome P450; Citrus/*chemistry; Flavonoid; Cytochrome P-450 Enzyme System/chemistry; Learning/drug effects; Aliskiren; Anti-Anxiety Agents/chemistry; Anti-nociceptive; Anticonvulsants/chemistry; Antidepressive Agents/chemistry; Fexofenadine; Hesperidin/*chemistry/pharmacokinetics; Memory/drug effects; Terfenadine/analogs & derivatives/chemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"359EMXCY","journalArticle","2008","Sureshkumar, Kalathil K.; Vasudevan, Sapna; Marcus, Richard J.; Hussain, Sabiha M.; McGill, Rita L.","Aliskiren: clinical experience and future perspectives of renin inhibition.","Expert opinion on pharmacotherapy","","1744-7666 1465-6566","10.1517/14656566.9.5.825","","BACKGROUND: Aliskiren, the first renin inhibitor with sufficient bioavailability for oral use, is now available to clinicians treating hypertension. OBJECTIVE:  The novel mechanism by which aliskiren works was used to provide understanding of  its therapeutic and adverse effects. METHODS: After reviewing physiology and  preclinical studies, human studies of aliskiren in hypertension were reviewed.  Effects of aliskiren on serum levels and enzymatic activity of renin were  explored. RESULTS/CONCLUSIONS: Aliskiren has antihypertensive efficacy similar to  existing medications such as thiazide diuretics, angiotensin-converting enzyme  inhibitors and angiotensin receptor blockers, and can be used in drug  combinations. Preclinical studies indicate possible cardioprotective and  renoprotective effects, similar to other inhibitors of the renin-angiotensin  cascade, but future studies are needed in humans.","2008-04","2024-04-17 08:32:24","2024-04-17 08:32:24","","825-837","","5","9","","Expert Opin Pharmacother","","","","","","","","eng","","","","","","","Place: England PMID: 18345958","","","","Humans; Animals; Administration, Oral; Biological Availability; Drug Evaluation, Preclinical; Randomized Controlled Trials as Topic; Drug Therapy, Combination; Hypertension/*drug therapy; Renin/antagonists & inhibitors/metabolism; Amides/adverse effects/pharmacokinetics/*pharmacology; Antihypertensive Agents/adverse effects/pharmacokinetics/*pharmacology; Fumarates/adverse effects/pharmacokinetics/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6MF5A6Q","journalArticle","2011","Reboldi, Gianpaolo; Gentile, Giorgio; Angeli, Fabio; Verdecchia, Paolo","Pharmacokinetic, pharmacodynamic and clinical evaluation of aliskiren for hypertension treatment.","Expert opinion on drug metabolism & toxicology","","1744-7607 1742-5255","10.1517/17425255.2011.538681","","IMPORTANCE OF THE FIELD: Aliskiren, a drug which inhibits the initial and rate-limiting step of the renin angiotensin aldosterone system (RAAS), recently  approved for the treatment of hypertension, may become a reasonable therapeutic  choice in a broad number of clinical conditions sharing an increased  cardiovascular risk, where the inhibition of the RAAS has been shown to be  beneficial. AREAS COVERED IN THIS REVIEW: The present review summarizes the  pharmacokinetic and pharmacodynamic properties of aliskiren along with the  clinical trials that took into account the effects of aliskiren on blood pressure  control and on a number of renal and cardiovascular end points. The specific  effects of aliskiren on different populations (e.g., elderly hypertensives,  patients with diabetes and hypertension, patients with hypertension and renal  impairment) are discussed. WHAT THE READER WILL GAIN: The review discusses the  most recent discoveries of the cardiovascular and renal effects of aliskiren,  including a comprehensive discussion of the ongoing trials and of the areas of  remaining uncertainty. TAKE HOME MESSAGE: Aliskiren is a promising drug that may  become a convenient choice in several clinical conditions. The full spectrum of  the beneficial effects of aliskiren will be fully elucidated when the results of  the large ongoing trials become available.","2011-01","2024-04-17 08:32:24","2024-04-17 08:32:24","","115-128","","1","7","","Expert Opin Drug Metab Toxicol","","","","","","","","eng","","","","","","","Place: England PMID: 21105865","","","","Humans; Clinical Trials as Topic; Drug Therapy, Combination; Drug-Related Side Effects and Adverse Reactions; Antihypertensive Agents/*pharmacokinetics; Diabetes Mellitus/drug therapy; Hypertension/*drug therapy; Renin/blood; Renin-Angiotensin System; Cardiovascular Diseases/chemically induced; *Drug Evaluation; Amides/adverse effects/*pharmacokinetics; Fumarates/adverse effects/*pharmacokinetics; Kidney Diseases/chemically induced/drug therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJUPHFPE","journalArticle","2008","Siragy, Helmy; Huang, Jiqian; Lieb, David C.","The development of the direct renin inhibitor aliskiren: treating hypertension and beyond.","Expert opinion on emerging drugs","","1744-7623 1472-8214","10.1517/14728214.13.3.417","","BACKGROUND: Direct renin inhibitors such as aliskiren offer a novel way of treating hypertension and its co-morbidities, conditions with a considerable  prevalence, morbidity, and mortality worldwide. OBJECTIVE: The burden of  hypertension worldwide and the role of the renin-angiotensin-aldosterone system  in this disease will be reviewed. Current treatments for hypertension and its  co-morbidities that work by manipulating this system will be discussed. The  development of, and clinical trials involving, direct renin inhibitors will be  reviewed, with a focus on aliskiren. METHODS: PubMed was utilized to search the  most recent literature on the topics of the renin-angiotensin-aldosterone system,  angiotensin-converting enzyme inhibitors, angiotensin receptor blockers,  aldosterone and aliskiren. RESULTS/CONCLUSIONS: The direct renin inhibitors,  including aliskiren, are new agents with great promise for the treatment of  hypertension and its co-morbid conditions, including renal and cardiovascular  disease.","2008-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","417-430","","3","13","","Expert Opin Emerg Drugs","","","","","","","","eng","","","","","","","Place: England PMID: 18764720","","","","Humans; Renin-Angiotensin System/*drug effects; Hypertension/*drug therapy/physiopathology; Cardiovascular Diseases/drug therapy; Renin/*antagonists & inhibitors; *Antihypertensive Agents/pharmacokinetics/pharmacology/therapeutic use; *Amides/pharmacokinetics/pharmacology/therapeutic use; *Fumarates/pharmacokinetics/pharmacology/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXR9SK4G","journalArticle","2006","Staessen, Jan A.; Li, Yan; Richart, Tom","Oral renin inhibitors.","Lancet (London, England)","","1474-547X 0140-6736","10.1016/S0140-6736(06)69442-7","","Use of drugs that inhibit the renin-angiotensin system is an effective way to intervene in the pathogenesis of cardiovascular and renal disorders. The idea of  blocking the renin system at its origin by inhibition of renin has existed for  more than 30 years. Renin inhibition suppresses the generation of the active  peptide angiotensin II. The first generation of orally active renin inhibitors  were never used clinically because of low bioavailability and weak  blood-pressure-lowering activity. At present, aliskiren is the first non-peptide  orally active renin inhibitor to progress to phase-III clinical trials. It might  become the first renin inhibitor with indications for the treatment of  hypertension and cardiovascular and renal disorders. Novel compounds with  improved oral bioavailability, specificity, and efficacy are now in preclinical  development. This Review summarises the development of oral renin inhibitors and  their pharmacokinetic and pharmacodynamic properties, with a focus on aliskiren.","2006-10-21","2024-04-17 08:32:24","2024-04-17 08:32:24","","1449-1456","","9545","368","","Lancet","","","","","","","","eng","","","","","","","Place: England PMID: 17055947","","","","Adult; Humans; Male; Female; Middle Aged; Aged; Animals; Administration, Oral; Half-Life; Biological Availability; Structure-Activity Relationship; Blood Pressure/drug effects; Randomized Controlled Trials as Topic; Amides; Hypertension/*drug therapy; Kidney/*drug effects/metabolism; Renin-Angiotensin System/*drug effects/physiology; *Fumarates/pharmacokinetics/pharmacology/therapeutic use; Renin/*antagonists & inhibitors/blood/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCAEALCV","journalArticle","2011","Azizi, M.; Frank, M.; Steichen, O.; Blanchard, A.","[Advantages and limitations of renin inhibition with aliskiren].","Annales pharmaceutiques francaises","","0003-4509","10.1016/j.pharma.2011.02.002","","In the current context of renin-angiotensin-aldosterone system (RAAS) blockade, angiotensin (Ang) converting enzyme (ACE) inhibitors and angiotensin receptor  blockers (ARBs), or their combination, have proved to be effective in providing  cardiovascular and renal protection. However, renin inhibition has long been  recognized as the preferred site for blockade of the RAAS because renin  represents the first, highly-regulated and rate-limiting step of the system. Up  to now, the first orally active renin inhibitors initially tested in humans did  not meet the necessary all the criteria (specificity, potency, and  pharmacokinetic profile) to become clinically useful drugs. The synthesis of  aliskiren, a potent alkane carboxamide renin inhibitor, now provides an orally  active compound which, according to its pharmacological profile in normotensive  subjects and in patients with hypertension, diabetic nephropathy or heart failure  suggests that this drug may be of value for the treatment of patients with  cardiovascular and renal disorders. However, long-term studies are needed to  demonstrate the efficacy of aliskiren in these clinical settings. The results of  the Aliskiren Trial in Type 2 Diabetes Using Cardiorenal Disease Endpoints  (ALTITUDE) trial which has already included 8600 patients with type 2 diabetes,  proteinuria and a high cardiovascular risk and compared the effects of aliskiren  vs. a placebo on a composite endpoint including renal and cardiovascular  morbidity and mortality should be provided in 2012.","2011-05","2024-04-17 08:32:24","2024-04-17 08:32:24","","142-150","","3","69","","Ann Pharm Fr","","","","","","","","fre","Copyright © 2011 Elsevier Masson SAS. All rights reserved.","","","","","","Place: France PMID: 21570538","","","","Humans; Animals; Randomized Controlled Trials as Topic; Diabetes Mellitus, Type 2/drug therapy; Renin-Angiotensin System/drug effects; Hypertension/drug therapy; Heart Failure/drug therapy; Renin/*antagonists & inhibitors; Diabetic Nephropathies/drug therapy; Antihypertensive Agents/pharmacokinetics/pharmacology/*therapeutic use; Amides/pharmacokinetics/pharmacology/*therapeutic use; Fumarates/pharmacokinetics/pharmacology/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3CNT5UR","journalArticle","2007","Cohen, Nissim Claude","Structure-based drug design and the discovery of aliskiren (Tekturna): perseverance and creativity to overcome a R&D pipeline challenge.","Chemical biology & drug design","","1747-0285 1747-0277","10.1111/j.1747-0285.2007.00599.x","","At Ciba-Geigy (now Novartis), the clinical development of the CGP38560 renin inhibitor was halted due to insufficient pharmacokinetics. This indicated that  the peptidomimetic approach to the development of antihypertensive agents was  improper. Real non-peptide drug candidates were then expected to provide the  necessary framework for obtaining the desired properties. For this purpose a  homology model of the enzyme was used to characterize the binding mode of  CGP38560 in complex with the renin model and served as a basis for the four  chemistry laboratories that were assigned to this project. The renin team worked  in a full structure-based perspective with this model, and four  chemically-unrelated non-peptide series were discovered acting as renin  inhibitors at the 1-3 nanomolar level. One of these leads was selected for  further development and led to Aliskiren, which has been just approved by the  FDA. Here is presented the successful structure-based strategy that enabled the  discovery of several non-peptide inhibitors and the recent launch of a new drug  that will be commercialized in the United States under the name Tekturna (for the  treatment of high blood pressure as monotherapy or in combination with other high  blood pressure medications).","2007-12","2024-04-17 08:32:24","2024-04-17 08:32:24","","557-565","","6","70","","Chem Biol Drug Des","","","","","","","","eng","","","","","","","Place: England PMID: 17999663","","","","Humans; Animals; Structure-Activity Relationship; United States; Drug Approval; United States Food and Drug Administration; *Drug Design; Renin/*antagonists & inhibitors; Enzyme Inhibitors/*chemistry/pharmacokinetics/therapeutic use; *Models, Molecular; Hypertension/drug therapy/enzymology; Amides/*chemistry/pharmacokinetics/therapeutic use; Biomimetic Materials/*chemistry/pharmacokinetics/therapeutic use; Fumarates/*chemistry/pharmacokinetics/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJWNUNCH","journalArticle","2018","Kushwah, Bhoopendra Singh; Gupta, Jugal; Singh, Dilip Kumar; Kurmi, Moolchand; Sahu, Archana; Singh, Saranjit","Characterization of solution stress degradation products of aliskiren and prediction of their physicochemical and ADMET properties.","European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences","","1879-0720 0928-0987","10.1016/j.ejps.2018.05.021","","Forced degradation studies on aliskiren were carried out according to ICH and WHO guidelines. Six degradation products were formed in total in the solution state.  Their separation among themselves and from the drug was successfully achieved on  a C-18 column utilizing acetonitrile and phosphate buffer (pH 3.0) in the mobile  phase, which was run in a gradient mode. To characterize them, a complete mass  fragmentation pathway of the drug was first established with the help of MS/TOF  and MS(n) data. This was followed by LC-MS/TOF studies on the degradation  products. Some of the degradation products were also isolated and subjected to 1D  ((1)H, (13)C and DEPT-135) and 2D (COSY, HSQC and HMBC) NMR studies for  confirmation of their structures. An interesting observation was hydrolysis  followed by cyclization in case of three degradation products. Also, acetonitrile  was found to react with aliskiren, leading to formation of a pseudo degradation  product. Additionally, comparative ADMET properties of the drug and degradation  products were established using ADMET Predictor™.","2018-08-30","2024-04-17 08:32:24","2024-04-17 08:32:24","","139-154","","","121","","Eur J Pharm Sci","","","","","","","","eng","Copyright © 2018 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 29792921","","","","Humans; Animals; Rats; Hydrolysis; Hydrogen-Ion Concentration; Cytochrome P-450 Enzyme System/metabolism; Drug Stability; LC-MS; Solutions; Heart/drug effects; Ultraviolet Rays; Cyclization; Aliskiren; *Amides/chemistry/pharmacokinetics/toxicity; *Antihypertensive Agents/chemistry/pharmacokinetics/toxicity; *Fumarates/chemistry/pharmacokinetics/toxicity; ADMET Predictor(TM); Degradation products; MS(n) and NMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XNWCAIA","journalArticle","2007","Allikmets, Kristina","Aliskiren--an orally active renin inhibitor. Review of pharmacology, pharmacodynamics, kinetics, and clinical potential in the treatment of  hypertension.","Vascular health and risk management","","1176-6344 1178-2048","","","The importance of renin-angiotensin-aldosterone system (RAAS) in diseases such as hypertension, congestive heart failure and chronic renal failure has long ago  been recognized. It has also been established that inhibition of RAAS, using  inhibitors of the angiotensin-converting enzyme (ACE) or angiotensin II receptor  blockers (ARB), is an effective way to intervene with the pathogenesis of these  disorders. Renin inhibitors block the RAAS at the highest level, at its origin,  and might thus offer a new exciting approach for pharmacotherapy of arterial  hypertension. Aliskiren is the first in a new class of orally active,  non-peptide, low molecular weight renin inhibitors, and so far the only renin  inhibitor that has progressed to phase III clinical trials. This review  summarizes the available data on the pharmacokinetic and pharmacodynamic  properties of aliskiren and its clinical development for treatment of arterial  hypertension.","2007","2024-04-17 08:32:24","2024-04-17 08:32:24","","809-815","","6","3","","Vasc Health Risk Manag","","","","","","","","eng","","","","","","","Place: New Zealand PMID: 18200801  PMCID: PMC2350136","","","","Humans; Drug Interactions; Hypertension/*drug therapy; Antihypertensive Agents/pharmacology/*therapeutic use; Renin/antagonists & inhibitors; Amides/pharmacology/*therapeutic use; Fumarates/pharmacology/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LDGI4JZ","journalArticle","2008","Cheng, Judy W. M.","Aliskiren: renin inhibitor for hypertension management.","Clinical therapeutics","","1879-114X 0149-2918","10.1016/j.clinthera.2008.01.011","","BACKGROUND: The renin-angiotensin-aldosterone system (RAAS) has long been recognized to play a significant role in hypertension pathophysiology. Certain  agents that modify the RAAS can control blood pressure and improve cardiovascular  outcomes. Aliskiren is the first of a new class of antihypertensive agents known  as renin inhibitors. OBJECTIVE: The goal of this article was to discuss the  clinical pharmacology of aliskiren and its use in the management of hypertension,  as well as potential uses in other cardiovascular disorders. METHODS:  Peer-reviewed articles and abstracts were identified from the MEDLINE and Current  Contents databases (both 1966-October 1, 2007) using the search terms aliskiren,  drug interaction, pharmacokinetics, and pharmacology. Citations from available  articles were reviewed for additional references. Abstracts presented at recent  professional meetings were also examined. RESULTS: Nine published clinical  studies have evaluated the effect of aliskiren in lowering blood pressure in  hypertensive patients, either alone or in combination with other antihypertensive  agents. This review summarizes those studies. Patients treated with aliskiren had  significantly lower blood pressure compared with patients with mild to moderate  hypertension (systolic blood pressure [SBP] 140-180 mm Hg and diastolic blood  pressure [DBP] 95-110 mm Hg) who received placebo. Aliskiren in doses of 75 to  300 mg daily produced reductions of SBP (-5.3 to -15.8 mm Hg) and DBP (-5.8 to  -12.3 mm Hg); placebo produced reductions of SBP that ranged from -2.85 to -10.0  mm Hg and DBP reductions from -3.26 to -8.6 mm Hg (P < 0.05 in all studies  between aliskiren and placebo). Aliskiren's blood pressure-lowering effect at  doses of 75 to 300 mg daily was comparable to irbesartan 150 mg daily and  valsartan 80 to 360 mg daily alone. When aliskiren was added to ramipril,  hydrochlorothiazide, amlodipine, irbesartan, or valsartan, significant additive  blood pressure-lowering effects were reported (P < 0.05 in all clinical trials).  The total incidence of adverse events was similar to placebo and other  comparative agents, including irbesartan, valsartan, losartan, ramipril, and  hydrochlorothiazide. The overall adverse-event rates were 22%, 35% to 52%, 25% to  52%, 34% to 55%, and 33% to 52% for aliskiren 37.5, 75, 150, 300, and 600 mg,  respectively. The most commonly reported adverse events included headache,  dizziness, and fatigue. Studies with cardiovascular outcomes as end points have  not been performed with aliskiren. CONCLUSIONS: Aliskiren is an effective  alternative agent for blood pressure management. Before aliskiren can be  recommended as a routine first-line agent, however, clinical studies must explore  if the blood pressure-lowering effect will translate into improvement in  cardiovascular outcomes.","2008-01","2024-04-17 08:32:24","2024-04-17 08:32:24","","31-47","","1","30","","Clin Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 18343241","","","","Humans; Clinical Trials as Topic; Drug Interactions; Drug Therapy, Combination; Hypertension/*drug therapy/physiopathology; Renin/antagonists & inhibitors; Amides/economics/*pharmacology; Antihypertensive Agents/economics/*pharmacology; Fumarates/economics/*pharmacology; Renin-Angiotensin System/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RY6FPL4F","journalArticle","2006","Azizi, Michel; Webb, Randy; Nussberger, Juerg; Hollenberg, Norman K.","Renin inhibition with aliskiren: where are we now, and where are we going?","Journal of hypertension","","0263-6352","10.1097/01.hjh.0000202812.72341.99","","With the development of aliskiren, blockade of the renin-angiotensin-aldosterone system (RAAS) at the level of the interaction of renin with a substrate has  become a clinical reality. This review covers the specific features of the first  agent likely to achieve widespread clinical exposure, aliskiren. The potential of  renin inhibition must be viewed in the context of the remarkable efficacy of both  angiotensin-converting enzyme (ACE) inhibition and angiotensin receptor blockers  (ARBs). The implications of blockade of the renin system at its rate-limiting  step are reviewed, with the therapeutic implications for both the renin inhibitor  employed alone or the renin inhibitor combined with an ACE inhibitor or ARB. The  relevant and necessary studies are ongoing.","2006-02","2024-04-17 08:32:24","2024-04-17 08:32:24","","243-256","","2","24","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 16508564","","","","Humans; Clinical Trials as Topic; Blood Pressure/drug effects; Drug Therapy, Combination; Amides; Angiotensin-Converting Enzyme Inhibitors/pharmacology; Hypertension/*drug therapy; Renin-Angiotensin System/drug effects; Renin/*antagonists & inhibitors; Angiotensin II Type 1 Receptor Blockers/pharmacology; Fumarates/pharmacokinetics/*pharmacology/therapeutic use; Receptors, Cell Surface/antagonists & inhibitors; Vacuolar Proton-Translocating ATPases/antagonists & inhibitors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
